SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20.0,4.33724216831843,29.6,,,,,0.0
CCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20.0,4.24412514432751,27.3,,,,,3.0
CCCCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20.0,3.92081875395238,33.5,,,,,5.0
CCCCCCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20.0,3.82390874094432,39.7,,,,,6.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,3.468521083,37.2,,,34.77,,7.0
CCCCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],cationic,25.0,3.619788758,,,,,,7.0
CCCCCCCCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.744727495,,,,,,9.0
CCCCCCCCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.537602002,,,,,,9.0
CCCCCCCCCCCCCCCC[N+]1CCCCC1.[Cl-],cationic,25.0,3.045757491,,,,,,1.0
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,2.283996656,,,,,,5.0
CCCCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,2.30980392,,,,,,5.0
CCCCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,2.148741651,,,,,,5.0
CCCCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,2.161150909,,,,,,5.0
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,1.638272164,,,,,,9.0
CCCCCCCCCCOCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,1.677780705,,,,,,9.0
CCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,1.514278574,,,,,,9.0
CCCCCCCCCCOCC[N+]1CCCCC1.[Cl-],cationic,25.0,1.591760035,,,,,,9.0
CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,3.638272164,44.6,,0.97,27.9,,9.0
CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,3.036212173,44.3,,0.93,28.3,,2.0
CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,2.468521083,44.5,,1.21,27.7,,5.0
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,2.431798276,42.6,,0.99,29.6,,5.0
CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],cationic,25.0,2.200659451,41.0,,0.85,31.2,,5.0
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25.0,1.809668302,44.0,,0.91,28.5,,9.0
CCCCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCCCC.[Br-],cationic,25.0,4.096910013,27.0,3.77e-06,0.44,45.0,4.677682088,4.0
CCCCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCCCC.[Br-],cationic,25.0,3.823908741,45.0,3.39e-06,0.49,27.0,4.004753284,4.0
CCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCC.[Br-],cationic,25.0,4.0,25.0,3.39e-06,0.49,47.0,4.697543239,9.0
CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC.[Br-],cationic,25.0,2.301029996,35.0,3.53e-06,0.47,37.0,2.722805432,9.0
CCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCC.[Br-],cationic,25.0,2.522878745,25.0,3.39e-06,0.49,47.0,3.220421984,5.0
CCCCCCCCCC(=O)NC(CCCNC(N)[NH3+])C(=O)OC.[Cl-],cationic,25.0,1.795880017,40.0,2.48e-06,0.67,32.0,2.219656286,6.0
CCCCCCCCCCCC(=O)NC(CCCNC(N)[NH3+])C(=O)OC.[Cl-],cationic,25.0,2.236572006,32.0,2.48e-06,0.67,40.0,2.942865788,9.0
CCCCCCCCCCCCCC(=O)NC(CCCNC(N)[NH3+])C(=O)OC.[Cl-],cationic,25.0,2.698970004,32.0,2.68e-06,0.62,40.0,3.352555295,3.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25.0,3.455931956,35.0,3.19e-06,0.52,37.0,3.82,7.0
CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,cationic,25.0,3.638272164,32.0,3.46e-06,0.48,40.0,4.1,9.0
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,2.886056648,41.0,1.25e-06,0.54,31.0,4.1,9.0
CCCCCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,cationic,25.0,3.22184875,41.3,2.03e-06,0.82,30.7,3.7,3.0
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25.0,3.619788758,,,,,,7.0
CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,2.886056648,,,,,,1.0
CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,2.346787486,,,,,,2.0
CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],cationic,25.0,2.508638306,,,,,,3.0
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,25.0,2.677780705,42.8,,,29.2,,3.0
CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,2.552841969,40.8,,,31.17,,3.0
CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25.0,2.455931956,,,,,,3.0
CCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,2.27572413,,,,,,4.0
CCCCCCCCCCCC[N+](C)(C)CC.[Br-],cationic,25.0,1.853871964,,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,25.0,2.958607315,,,,,,6.0
CCCCCCCCCCCC[n+]1ccccc1.[I-],cationic,25.0,2.27572413,,,,,,8.0
CCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,1.677780705,,,,,,9.0
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,1.408935393,,,,,,2.0
CCCCCCCCCCCCc1cc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.[Br-],cationic,25.0,2.38721614328026,39.2,,,,,8.0
CCCCCCCCCCCCc1cc[n+]([C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.[Br-],cationic,25.0,2.31875876262441,39.9,,,,,8.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O.[Br-],cationic,25.0,3.292429824,39.1,1.33e-06,1.25,32.9,4.19,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCO[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.[Br-],cationic,25.0,3.677780705,35.1,1.11e-06,1.5,36.9,5.02,0.0
CCCCCCCCCCCC[N+](C)(C)CCO[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.[Br-],cationic,25.0,2.580044252,37.0,9.02e-07,1.84,35.0,4.06,0.0
CCCCCCCC[N+](C)(C)CCOC1OC(COC)C(OC)C(OC)C1OC.[Br-],cationic,25.0,2.238072162,37.8,1.06e-06,1.57,34.2,3.4,7.0
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,1.387216143,39.1,,,32.9,,6.0
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.991399828,36.7,,,35.3,,6.0
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,1.026872146,39.2,,,32.8,,8.0
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.974694135,40.4,,,31.6,,8.0
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,0.974694135,42.1,,,29.9,,1.0
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.931814138,42.3,,,29.7,,1.0
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,0.906578315,45.2,,,26.8,,4.0
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.872895202,44.4,,,27.6,,4.0
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],cationic,25.0,2.920818754,,,,,,3.0
CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],cationic,25.0,2.508638306,,,,,,6.0
CCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,1.167491087,,,,,,0.0
C=CC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,,,39.5,,,,,0.0
C=CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,,,34.0,,,,,0.0
C=CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],cationic,,,33.2,,,,,0.0
CCCCCCCCC(CCCCCCCC)C[N+](C)(C)CCO.[Cl-],cationic,,,25.3,,,,,5.0
CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,,31.4,,,,,7.0
CCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.0,,,,,7.0
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)C.[Cl-],cationic,,,35.0,,,,,2.0
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.6,,,,,2.0
CCCCCCCCCCCCC(=O)OCC[N+](C)(C)C.[Cl-],cationic,,,30.0,,,,,2.0
CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,,30.3,,,,,4.0
CCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.9,,,,,4.0
CCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,42.2,,,,,5.0
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,36.5,,,,,6.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],cationic,,,42.1,,,,,7.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,41.2,,,,,7.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,38.2,,,,,7.0
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],cationic,,,40.5,,,,,8.0
CCCCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,41.5,,,,,8.0
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,31.6,,,,,8.0
CCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,37.8,,,,,8.0
CCCCCCCCCCCCCCCCOCCOCC[n+]1ccccc1.[Cl-],cationic,,,46.5,,,,,9.0
CCCCCCCCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,,,46.0,,,,,9.0
CCCCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,37.9,,,,,9.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,,,32.4,,,,,9.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,39.6,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,40.0,,,,,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,40.5,,,,,0.0
CCCCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,,,38.6,,,,,0.0
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,,,43.5,,,,,0.0
CCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,42.0,,,,,1.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,38.0,,,,,1.0
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.0,,,,,1.0
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,33.0,,,,,1.0
CCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,39.0,,,,,1.0
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,35.8,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,32.0,,,,,2.0
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.8,,,,,2.0
CCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,,,43.0,,,,,3.0
CCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,44.0,,,,,3.0
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,39.2,,,,,3.0
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.5,,,,,3.0
CCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,42.0,,,,,4.0
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,37.9,,,,,5.0
CCCCCCCCCCCC[N+](C)(C)C(C)C(O)c1ccccc1.[Br-],cationic,,,31.8,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,31.1,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,31.4,,,,,6.0
CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],cationic,,,32.4,,,,,7.0
CCCCCCCCCCCC[NH2+]C.[Cl-],cationic,,,34.0,,,,,8.0
CCCCCCCCCCCC[NH3+].[Cl-],cationic,,,29.0,,,,,7.0
CCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,38.7,,,,,8.0
CCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,35.9,,,,,9.0
CCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,39.0,,,,,9.0
CCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,32.1,,,,,0.0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],cationic,,,27.7,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,32.9,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,31.7,,,,,1.0
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.1,,,,,1.0
CCCCCCCCCc1ccc(OCC(O)C[N+](C)(C)C)cc1.[Br-],cationic,,,29.5,,,,,4.0
CCCCCCCCOC(=O)CC([NH3+])C(=O)OCCCCCC.[Cl-],cationic,,,23.4,,,,,5.0
CCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,,,23.0,,,,,7.0
CCCCCCCC[n+]1ccc(C)cc1.[Cl-],cationic,,,31.0,,,,,8.0
CCCCCCCC[n+]1cccc(C)c1.[Cl-],cationic,,,32.4,,,,,8.0
CCCCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.8,,,,,8.0
CCCCCCCC[n+]1ccccc1C.[Cl-],cationic,,,31.8,,,,,8.0
CCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.0,,,,,9.0
CCCCCCCCn1cc[n+](C)c1.[I-],cationic,,,34.5,,,,,9.0
CCCCCCOC(=O)CC([NH3+])C(=O)OCCCCCC.[Cl-],cationic,,,24.3,,,,,1.0
CCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.4,,,,,3.0
CCCC[n+]1ccccc1.[Cl-],cationic,,,51.1,,,,,5.0
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.576754126,30.0,1.73e-06,0.96,42.0,4.31,3.0
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.485452247,35.5,2.29e-06,0.73,36.6,4.02,3.0
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.450996738,32.7,1.65e-06,1.01,39.3,4.13,7.0
CCCCCCCCCCCC[NH+](CCCCCC[NH+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.353596274,36.0,2.14e-06,0.78,36.0,3.83,7.0
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.251811973,34.1,1.62e-06,1.02,37.9,3.92,2.0
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.222573178,38.0,2.03e-06,0.82,34.0,3.55,2.0
CCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.209011525,34.9,1.57e-06,1.06,37.1,3.78,4.0
CCCCCCCCC[NH+](CCCCCC[NH+](CCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.070581074,42.2,1.95e-06,0.85,29.8,3.4,4.0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25.0,4.30980392,33.0,2.94e-06,0.57,39.0,5.39,7.0
CCCCCCCCCC[NH+]CC(O)COCC(C)(COCC(O)C[NH+]CCCCCCCCCC)COCC(O)C[NH+]CCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25.0,3.206209615,34.8,2.8e-06,0.59,37.2,4.21,2.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.6778,28.5,7.76e-07,2.14,43.28,6.58,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.3665,37.0,6.89e-07,2.41,34.78,5.87,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.5686,43.0,7.38e-07,2.25,28.78,5.28,0.0
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.386052523,50.1,2.01e-06,0.08,21.84,0.46,8.0
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.367542708,48.1,2.71e-06,0.06,24.33,0.52,8.0
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.148986393,44.5,2.99e-06,0.06,27.81,0.93,1.0
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.630784143,43.5,3.22e-06,0.05,28.89,1.46,1.0
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.698970004,36.1,3.48e-06,0.05,36.32,2.1,5.0
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.657577319,30.0,4.53e-06,0.04,42.36,2.0,5.0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.045757491,45.9,1.14e-06,1.45,26.1,3.36,0.0
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.886056648,46.2,8.8e-07,1.88,25.8,3.25,3.0
CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.522878745,39.2,1.91e-06,0.87,32.8,6.12,8.0
CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.0,37.4,2.16e-06,0.77,34.6,5.59,1.0
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.721246399,36.4,2.24e-06,0.74,35.6,4.36,5.0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.107905397,38.0,1.14e-06,1.46,35.3,5.31,6.0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.549750892,36.0,1.02e-06,1.62,33.3,5.7,6.0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.22475374,39.0,9.34e-07,1.77,36.3,5.73,6.0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.549750892,37.0,8.73e-07,1.9,34.3,6.1,6.0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.349692477,37.0,1.18e-06,1.83,36.3,5.61,0.0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.823908741,35.0,1.09e-06,1.75,34.3,6.2,0.0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.349692477,38.0,9.45e-07,1.51,37.3,5.83,0.0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.749579998,36.0,9.06e-07,1.4,35.3,6.3,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25.0,4.214670165,43.4,7.7e-07,2.16,28.6,4.9,0.0
CCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25.0,3.661543506,40.9,1.24e-06,1.34,31.1,4.13,2.0
CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25.0,2.931814138,36.3,1.48e-06,1.12,35.7,3.57,7.0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.045757491,40.9,1.24e-06,1.34,31.1,3.99,2.0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.0,37.7,2.17e-06,1.31,34.3,4.04,2.0
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.236572006,41.1,8.9e-07,1.86,30.9,3.24,6.0
CCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.187086643,37.8,1.09e-06,1.51,34.2,3.19,6.0
